-0.946067,-0.397401,0.330607,-0.109529,-0.561716,-0.512655
0.177754,0.698489,-0.342602,-0.956354,-0.302109,0.549492
-0.312628,-0.810055,-0.773900,0.512134,-0.796727,0.144086
0.070586,0.476937,0.964988,-0.608745,-0.099029,-0.005530
0.171895,0.170095,0.473972,0.228436,0.600136,0.170281
-0.362927,0.618244,0.754732,0.835267,-0.359176,-0.694131
-0.552271,0.854308,0.915215,0.332028,0.612102,-0.721819
-0.456643,-0.436817,-0.019176,-0.215483,1.017799,0.115839
0.962692,0.168235,-0.328875,0.802838,0.543885,0.525753
-0.185918,-0.205918,-0.437966,-0.680883,0.947462,-0.744895
0.537985,-0.548815,0.827360,0.311033,-0.538936,-0.627017
0.626273,-0.041228,-0.727541,0.524084,0.911510,1.035002
-0.739212,-0.507431,-0.593437,0.255945,0.253988,-0.527649
-0.664835,0.124296,0.568877,-0.012862,-0.018841,0.102130
-0.508842,0.762689,0.900237,-0.022795,-0.833225,1.065405
